Site Number,LastUpdated,Last Updated By,Municode,Site Name,Address,City,County,Municipality,State,Zip Code,Ownership Type,Ownership,PStatus,PI Number,Owner Name,Owner Organization,Authorized Representative,Auth Rep Relation to Owner,Owner Phone,Owner Fax,Owner Email,Owner Address,Owner Street,Owner City,Owner State,Owner Zip Code,Owner County,Municipal Contact Name,Department,Municipal Contact Title,Contact Relation to Owner,Municipal Contact Phone,Municipal Contact Fax,Municipal Contact Email,Municipal Contact Street,Municipal Contact City,Municipal Contact State,Municipal Contact Zip Code,Description,Additional Comments,Transaction Type,Transfer Type,Current Zoning,Proposed Zoning,Copy of Title Insurance,Block,Lot,X Coordinate,Y Coordinate,Coord,Development Plan Completed,Market Study Completed,Current Activity,Current Operations,Prior Operations,Acres,Size Range,Deed Restrictions,Easements,Buildings,Condition of Buildings,Square Footage,Total Buildable Space,Assessed Value,Sale Price,Lease Price,Tax Certificate,Annual Taxes,Tax Lien,Other Liens/Judgements,Traffic Study,Road Access,Waterfront Access,Airport Access,Public Transportation Access,Major Highway Name,Major Highway Interchange,Major Highway Miles Away,Local Highway Name,Local Highway Interchange,Local Highway Miles Away,Rail Type,Rail Name,Rail Station,Rail Miles Away,Public Water,Electric,Gas,Public Sewer,Telephone,Cable,Fiber Optics,Wetlands,Sensitive Ecosystems/Habitats,Endangered Species,Historic/Archeological Site,100 Year Flood Plain,500 Year Flood Plain,Environmental Report Copies,List Containing Site,Preliminary Assessment,Site Investigation,Remedial Investigation,Remedial Action Workplan,Voluntary Cleanup Program,Environmental Litigation,Remediation In Progress,Remediation Estimated Complete Date,Regulatory sign-off,Regulatory Sign-Off Description,Other Incentives,Low Interest Rates,HDSRF Grants,TIF,HDSRF Loans,USA Loans,USA Grants,Designated Redevelopment Area,Environmental Opportunity Zone,Tax Rebate or Abatement,Empowerment Zone (Federal),Urban Coordinating Council Neighborhood,Enterprise Community (Federal),Urban Enterprise Zone,Create Date,County_int_FK,Municipality_int_FK,Planning Area Designation,Authorized Representative Email,Authorized Representative Phone,RepresentativeAddress,RepresentativeStreet,RepresentativeCity,RepresentativeState,RepresentativeZip,SubmitterName,SubmitterAddress1,SubmitterAddress2,SubmitterCity,SubmitterState,SubmitterZip,SubmitterEmail,SubmitterPhone
6908,,Barry,0906,GEORGE HUSTON,713 BERGEN AVE,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,DEP Case,017342, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,3/11/2002 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 3/11/2002",,,,,,,,611348,689078,611348:689078,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6909,,Barry,0906,JERSEY CITY INCINERATOR AUTHORITY,501 RT 440,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,DEP Case,014142, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,3/11/2002 2) C2: Formal Design - Known Source or Release with GW Contamination established 2/2/1998",,,,,,,,604225,686033,604225:686033,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6910,,Barry,0906,ULTRAMAR PETROLEUM INC TANKPORT,35 CAVEN POINT RD,Jersey City,HUDSON,Jersey City,NJ,08073,unknown,DEP Case,DEP Case,015203, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,7/14/1993 2) D: Multi-Phased RA - Multiple Source/Release to Multi-Media Including GW established 7/14/1993",,,,,,,,610642,678789,610642:678789,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6911,5/24/16,Barry Ableman,0906,PHOENIX WAREHOUSE,1 COLONY RD,Jersey City,HUDSON,Jersey City,NJ,073050000,unknown,DEP Case,DEP Case,246682, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,This site is a warehouse that is still being used. There are many delivery trucks still distributing products. This site may still have contamination .,,,,,,,,607380,672457,607380:672457,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6912,,Barry,0906,THE TOWER @ AVALON COVE,20 2ND ST,Jersey City,HUDSON,Jersey City,NJ,07302,unknown,DEP Case,DEP Case,266799, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,9/12/2006 2) B: Single Phase RA - Single Contamination Affecting Only Soils established 12/2/2005",,,,,,,,620299,688249,620299:688249,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6913,,Barry,0906,FRANK B ROSS CO INC,22 HALLADAY ST,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,DEP Case,025695, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,7/19/1990 2) D: Multi-Phased RA - Multiple Source/Release to Multi-Media Including GW established 7/19/1990",,,,,,,,611282,682762,611282:682762,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6914,,Barry,0906,UNITOR SHIPS SERVICES,310 PORT JERSEY BLVD,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,DEP Case,034026, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,7/31/2000 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 10/12/2000",,,,,,,,607977,671724,607977:671724,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6915,,Barry,0906,MAX LUMBER & MILLWORK CORP,1112 GARFIELD AVE,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,DEP Case,000364, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,1/10/2006 2) C2: Formal Design - Known Source or Release with GW Contamination established 1/10/2006",,,,,,,,612400,685971,612400:685971,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6916,,Barry,0906,COLGATE PALMOLIVE CO,105 HUDSON ST,Jersey City,HUDSON,Jersey City,NJ,07302,unknown,DEP Case,DEP Case,000621,NO NAME LISTED Colgate-Palmolive Company,Colgate-Palmolive Company,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,1/18/2000 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 1/12/2000",,,,,,,,621202,685797,621202:685797,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6917,,Barry,0906,CONSOLIDATED LAUNDRIES,1208 SUMMIT AVE,Jersey City,HUDSON,Jersey City,NJ,07307,unknown,DEP Case,DEP Case,003038, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,6/27/1995 2) C2: Formal Design - Known Source or Release with GW Contamination established 6/27/1995",,,,,,,,618202,700879,618202:700879,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6918,6/16/16,Barry Ableman,0906,PORKY PRODUCTS INC,135 AMITY ST,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,Verified by DEP DataMine,003652,"Woolco Foods, Inc",,,,2017162700,2017162718,,,135 Amity St,"135 Amity StJersey City",NJ,07304,, ,,,,9999999999,9999999999,,,,,,"LSRP Name GIRISH MEHTA, Case Manager SOBOLESKI, ROBERT Phone (609) 292 - 3215  - Case Status Completed-Entire Site Restricted Use 4/5/2012",C2: Formal Design - Known Source or Release with GW Contamination 4/5/2012   DER/DN 4/5/2012,,,,,,,,613533,686846,613533:686846,Unknown,Unknown,Active,,,3.3,Unknown,Unknown,Unknown,,,42000,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6919,,Barry,0906,BELYEA COMPANY INC,31 45 HOWELL ST,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,004860,To Be Determined,"New York Stone Trading, L.L.C.",,,9999999999,9999999999,,,31-45 Howell St.,Jersey City,NJ,07306,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,1/28/1997 2) C3: Multi-Phased RA - Unknown or Uncontrolled Discharge to Soil or GW established 1/28/1997",,,,,,,,611061,694193,611061:694193,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6920,,Barry,0906,VAN LEER CHOCOLATE CORP,127 135 HOBOKEN AVE,Jersey City,HUDSON,Jersey City,NJ,07302,unknown,DEP Case,DEP Case,005404, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,9/14/1994 2) C3: Multi-Phased RA - Unknown or Uncontrolled Discharge to Soil or GW established 1/15/1999",,,,,,,,617176,692840,617176:692840,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6921,,Barry,0906,ONYX CHEMICAL CO,190 WARREN ST,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,005977,Michael McMahon,TCR Jersey City Limited Partnership,,,9999999999,9999999999,,,"Ssuite 2000, 600 Atlantic Avenue",Boston,MA,02210,, ,,,,9999999999,9999999999,,,,,,,"1) NFA (No Further Action) HISTORIC,9/21/2001 2) C3: Multi-Phased RA - Unknown or Uncontrolled Discharge to Soil or GW established 2/27/1992",,,,,,,,619695,685080,619695:685080,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6922,,Barry,0906,M PASAELINSKY & SONS INC,20 CARBON PL,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,DEP Case,002409, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) NFA-E (Restricted Use),1/15/1997 2) C2: Formal Design - Known Source or Release with GW Contamination established 11/17/1994 3) Insitutional Control(s) exists requiring biennial certification",,,,,,,,604984,684706,604984:684706,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6923,,Barry,0906,ABF FREIGHT SYSTEM INC,RT 1/9 & SIP AVE,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,002922, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,3/20/1997 2) C2: Formal Design - Known Source or Release with GW Contamination established 3/20/1997",,,,,,,,608238,692751,608238:692751,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6924,,Barry,0906,JERSEY CITY MOVING CENTER,276 TONNELLE AVE,Jersey City,HUDSON,Jersey City,NJ,073060000,unknown,DEP Case,DEP Case,003278, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,6/30/2004 2) C2: Formal Design - Known Source or Release with GW Contamination established 6/30/2004",,,,,,,,613227,696366,613227:696366,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6925,,Barry,0906,KMART 3459,RT 440 & KELLOGG ST,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,005354, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,5/31/1995 2) C2: Formal Design - Known Source or Release with GW Contamination established 4/15/1999",,,,,,,,603180,683730,603180:683730,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6926,,Barry,0906,GETTY 014545 POSNAK & TURKISH,75 KELLOGG ST,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,DEP Case,010374, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/8/2001 2) C2: Formal Design - Known Source or Release with GW Contamination established 11/14/2002",,,,,,,,601472,685157,601472:685157,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6927,,Barry,0906,NJTP EN SERVICE AREA,NEW JERSEY TPKE MM 5.5 N,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,013193, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,1/18/1994 2) C2: Formal Design - Known Source or Release with GW Contamination established 1/18/1994",,,,,,,,611618,681083,611618:681083,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6928,,Barry,0906,CHURCH OF THE ASSUMPTION/ALL SAINTS,344 PACIFIC AVE,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,DEP Case,016821, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,1/26/2006 2) B: Single Phase RA - Single Contamination Affecting Only Soils established 1/26/2006",,,,,,,,613782,684742,613782:684742,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6929,,Barry,0906,HUDSON CITY SAVINGS BANK,587 SUMMIT AVE,Jersey City,HUDSON,Jersey City,NJ,073060000,unknown,DEP Case,DEP Case,016975, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,5/17/2005 2) B: Single Phase RA - Single Contamination Affecting Only Soils established 5/17/2005",,,,,,,,614254,692797,614254:692797,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6930,,Barry,0906,CONSOLIDATED RAIL CORP,MONTGOMERY ST & NEW JERSEY TPKE EXT,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,030640, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) NFA-A (Restricted Use),7/28/2006 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 7/28/2006 3) Insitutional Control(s) exists requiring biennial certification",,,,,,,,615363,687776,615363:687776,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6931,,Barry,0906,CITY HALL OF JERSEY CITY,280 GROVE ST,Jersey City,HUDSON,Jersey City,NJ,07302,unknown,DEP Case,DEP Case,019987, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,4/10/2007 2) * Not Yet Determined established ",,,,,,,,618541,686700,618541:686700,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6932,,Barry,0906,JERSEY CITY FIRE DEPARTMENT,160 GRAND ST,Jersey City,HUDSON,Jersey City,NJ,07302,unknown,DEP Case,DEP Case,019990, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,3/2/1999 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 1/31/2000",,,,,,,,619290,685974,619290:685974,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6933,7/25/16,Barry Ableman,0906,JERSEY CITY FIRE DEPARTMENT,468 OCEAN AVE,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,Verified by DEP DataMine,019994, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"  CEA    DEP	BRIMAT, MARIA    	(609) 292 - 1945","1) NFA-A (Limited Restricted Use),9/10/1996 2) C2: Formal Design - Known Source or Release with GW Contamination established 10/27/1995 3) Insitutional Control(s) exists requiring biennial certification",,,,,,,,608157,681087,608157:681087,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6934,,Barry,0906,JERSEY CITY STATE COLLEGE,203 WEST SIDE AVE,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,DEP Case,020344, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,9/12/2003 2) D: Multi-Phased RA - Multiple Source/Release to Multi-Media Including GW established 1/30/2006",,,,,,,,604746,684618,604746:684618,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6935,,Barry,0906,ACTIVE EXPRESS COMPANY,282 PINE ST,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,DEP Case,032794, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,12/14/1999 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 12/14/1999",,,,,,,,613654,683885,613654:683885,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6936,,Barry,0906,BELL CHEVROLET,2395 KENNEDY BLVD,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,030467, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,10/13/2005 2) C2: Formal Design - Known Source or Release with GW Contamination established 10/13/2005",,,,,,,,609127,687361,609127:687361,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6937,,Barry,0906,CENTEX HOMES WESTSIDE STATION,475 CLAREMONT AVE,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,DEP Case,013018, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,6/9/2006 2) C2: Formal Design - Known Source or Release with GW Contamination established 5/31/2000",,,,,,,,605195,686330,605195:686330,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
