Work Type,Work Order #,Address,Street,Cross Street,Results,Completion Date,Work Order Date
SEWER MAINTENANCE,2015000730,,CENTRAL AVE,IRVING ST,"VACUUMED THE SE CATCH BASIN FOR THE CONSTRUCTION CREW.  USED 7-BLOCKS, 3-BRICKS, 1-BAG OF CEMENT AND 20-SHOVELS OF SAND TO PERFORM THE NECESSARY BRICKWORK INSIDE THE CATCH BASIN.
",3/24/2015,2/6/2015
SEWER MAINTENANCE,2015001912,,COLES ST,,"VACUUMED AND FLUSHED MANHOLE 172
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001925,,OLD BERGEN RD,SEAVIEW AVE,"ON 3-20-15 CLEANED THE NE CATCH BASIN.   ON 3-24-15 CLEANED THE NW AND SW CATCH BASINS.

",3/24/2015,3/20/2015
SEWER MAINTENANCE,2015001930,,OLD BERGEN RD,WINFIELD AVE,"ON 3-20-15 CLEANED THE NE CATCH BASIN.  ON 3-24-15 CLEANED THE NW AND SW CATCH BASINS.

",3/24/2015,3/20/2015
SEWER MAINTENANCE,2015001935,,CRISTOPHER COLUMBUS DR,GROVE ST,"ON 3-23-15 CLEANED THE NW CATCH BASIN.  ON 3-24-15 CLEANED THE NE CATCH BASIN
",3/24/2015,3/23/2015
SEWER MAINTENANCE,2015002300,,GROVE ST,MERCER ST,"CLEANED THE NE, NW AND SW CATCH BASINS
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015002301,,GROVE ST,WAYNE ST,"CLEANED THE NW, SW AND NE CATCH BASINS
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001986,,BARTHOLDI AVE,OLD BERGEN RD,"CLEANED THE SW CATCH BASIN
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001706,5,CHOPIN ST CT,,"OWNER MUST SEEK PLUMBER FOR THE PROBLEM.  MAIN SEWER IS FUNCTIONING PROPERLY.
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001712,,CLENDENNY AVE,,3 SCOPES AFTER CHANGE. PIT STOP  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001713,,CLAREMONT AVE,,RETURNED TO WSP TO DRAIN CONTAINER WENT OT LUNCH LEFT YARD AT 12:30PM 1:30PM RETURNED TO DUMP NETS SENT CREW TO SIP AVE DUNCAN AVE. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001714,,SIP AVE,,VERIFY WITH CREW. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001715,,DUNCAN AVE,,VERIFY WITH CREW. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001717,,GRAND ST,,"NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO FROM BEHIND WEIR EXERCISE RWEGUALTOR REMOVED DEBRIS OFF HINGE POINTS SHUTTER AND GRATING, NOTE: THERE NO VAC OUT WITH US TODAY MAINTENANCE AT PLANT.",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001718,,YORK ST,,"NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO FROM BEHIND WEIR EXERCISE RWEGUALTOR REMOVED DEBRIS OFF HINGE POINTS SHUTTER AND GRATING, NOTE: THERE NO VAC OUT WITH US TODAY MAINTENANCE AT PLANT.",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001720,,6TH ST,,"NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO FROM BEHIND WEIR EXERCISE RWEGUALTOR REMOVED DEBRIS OFF HINGE POINTS SHUTTER AND GRATING, NOTE: THERE NO VAC OUT WITH US TODAY MAINTENANCE AT PLANT.",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001721,,6TH ST,,"NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO FROM BEHIND WEIR EXERCISE RWEGUALTOR REMOVED DEBRIS OFF HINGE POINTS SHUTTER AND GRATING, NOTE: THERE NO VAC OUT WITH US TODAY MAINTENANCE AT PLANT.",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001722,,14TH ST,,"NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO FROM BEHIND WEIR EXERCISE RWEGUALTOR REMOVED DEBRIS OFF HINGE POINTS SHUTTER AND GRATING, NOTE: THERE NO VAC OUT WITH US TODAY MAINTENANCE AT PLANT. NO GRATING",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001950,,BURMA RD,PHILLIP ST,"CLEANED TEN (10) CATCH BASINS
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001952,,CHAPEL AVE,LUDLOW ST,"CLEANED THE SW AND SE CATCH BASINS
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001959,,ATLANTIC ST,SACKETT ST,"CLEANED THE NE, NW AND SW CATCH BASINS
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001960,,MERRITT ST,OLD BERGEN RD,"CLEANED THE NW CATCH BASINS.
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001962,,OLD BERGEN RD,PAMRAPO AVE,"CLEANED THE SW AND NW CATCH BASINS.
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001966,,CUSTER AVE,OLD BERGEN RD,"CLEANED THE SW CATCH BASIN
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015002304,284,CHAPEL AVE,,"CLEANED THE CATCH BASIN.
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001654,590,GRAND ST,,"OWNER MUST SEEK PLUMBER FOR THE PROBLEM.  MAIN SEWER IS FUNCTIONING PROPERLY.
",3/24/2015,3/23/2015
SEWER MAINTENANCE,2015001708,,SHERMAN AVE,SOUTH ST,"THE MISSING MANHOLE COVER IS NOT THE RESPONSIBILITY OF THE JCMUA.  IT COULD BE EITHER PSE&G OR UNITED WATER AND AN E-MAIL WAS SENT TO BOTH PARTIES.
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001709,450,YORK ST,,"PUT 1-CAN OF CHEMICAL SOLVENT INTO THE SEWER FOR MAINTENANCE.
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001710,,2ND ST,COLES ST,"VACUUMED AND FLUSHED MANHOLE 180
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001711,134 - 136,COLES ST,7TH ST,"JETTED AND VACUUMED MANHOLE 130 TO 132
",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015001723,566,JERSEY AVE,2ND ST,"VACUUMED AND FLUSHED MANHOLE 580

",3/24/2015,3/24/2015
SEWER MAINTENANCE,2015000762,286,1ST ST,,"JETTED AND VACUUMED THE SEWER TO RELEASE BLOCKAGE.
",3/24/2015,2/10/2015
SEWER MAINTENANCE,2015001623,,MINA DR,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. CHAIN PENDING. VERIFY WITH CREW.  ,3/25/2015,3/18/2015
SEWER MAINTENANCE,2015002047,,RUTGERS AVE,STEVENS AVE,"CLEANED THE NE, SE AND NW CATCH BASINS
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015002048,,GATES AVE,OCEAN AVE,"CLEANED THE SW AND NW CATCH BASINS.
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015002051,,IRVING ST,SUMMIT AVE,"CLEANED THE NE AND NW CATCH BASINS
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015000700,,CENTRAL AVE,FRANKLIN ST,"USED 9-BLOCKS, 27-BRICKS, 1-BAG OF CEMENT AND 20-SHOVELS OF SAND TO PERFORM THE NECESSARY BRICKWORK INSIDE THE SW CATCH BASIN
",3/25/2015,2/5/2015
SEWER MAINTENANCE,2015000704,,CENTRAL AVE,LINCOLN ST,"USED 6-BLOCKS, 30-BRICKS, 1-BAG OF CEMENT AND 20-SHOVELS OF SAND TO PERFORM THE NECESSARY BRICKWORK INSIDE THE SW CATCH BASIN
",3/25/2015,2/5/2015
SEWER MAINTENANCE,2015001811,,CLAREMONT AVE,STATE HWY 440,"VACUUMED THE SEWER
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015002242,,KELLOGG ST,STATE HWY 440,"PUT 1 CAN OF CHEMICAL SOLVENT INTO THE SANITARY SEWER
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001728,367,SIP AVE,EMERSON AVE,"AS THE RESULT OF THE COMMERICAL BUILDING AT THE ABOVE ADDRESS EXPERIENCING A BACKUP.  SINCE THE MUA REPLACED SIP AVE SEWER, WE THOUGHT CONTRACTOR FORGOT TO HOOK IT UP.  CCTV INSPECTION REVEALED CONTRACTOR PERFORMED EVERYTHING CORRECTLY.  PROPERTY OWNER MU",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001732,286,1ST ST,,"AS THE RESULT OF THE RESIDENT CONTINUING TO EXPERIENCE BACKUPS.  THE JCMUA TELEVISED THE COMBINED SEWER, WHICH REVEALED TO BE IN BAD CONDITION.  INCLUDING THIS SECTION OF SEWER ON A PHASE FOR THE CAPACITY AND INVESTMENT STUDY.
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001990,,LONG ST,ROSE AVE,CLEANED THE NW AND SW CATCH BASINS,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001991,,DANFORTH AVE,ROSE AVE,"CLEANED THE NE CATCH BASIN
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001993,,ROSE AVE,WARNER AVE,"CLEANED THE SW CATCH BASIN
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001994,,PARNELL PL,WARNER AVE,"CLEANED THE SE AND SW CATCH BASINS
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001996,,MCADOO AVE,ROSE AVE,"CLEANED THE SE, SW AND NW CATCH BASINS
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001997,,FAIRMOUNT AVE,MONTICELLO AVE,"CLEANED THE SE CATCH BASIN
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015002000,,GROVE ST,MONTGOMERY ST,CLEANED THE NW AND SE CATCH BASINS,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015002001,,GRAND ST,GROVE ST,CLEANED THE CATCH BASINS SW AND SE.  CLEANED THE CATCH BASIN AT 235 GROVE ST.  CLEANED THE CATCH BASIN IN FRONT OF THE BOYS & GIRLS CLUB.,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015002003,,BELMONT AVE,BERGEN AVE,CLEANED THE SE CATCH BASIN.  ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015002005,,BENTLEY AVE,BERGEN AVE,"CLEANED THE NORTHEAST CATCH BASIN.
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015002008,,FAIRVIEW AVE,MONTICELLO AVE,"CLEANED THE SW AND NW CATCH BASINS.
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001743,,MANHATTEN AVE,,DELAY AT ENTRY & EXIT LEFT YARD APPROX. 10:48AM. WEATHER CONDITIONS COLD. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001745,,SAINT PAULS AVE,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001749,,FISK ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001751,,MINA DR,,CHAIN PRNDING. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015002798,,1ST ST,JERSEY AVE,"JETTED AND VACUUMED MANHOLE 2320
",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001752,,DANFORTH AVE,,TAC-WELD #1 NET CHANNEL GRATING ASAP. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001753,,BROWN PL,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001755,,RICHARD ST,,PIT STOP ESP. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001756,,CLAREMONT AVE,CARTERET AVE,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001757,,MILL CREEK,, MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001758,,14TH ST,,"NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN WASHED DOWN CHAMBER USED SHOVEL TO REMOVE SOME GRIT OUT OF CHANNELS ALSO WASHED DOWN REGULATOR CHAMBER. NO GRATING, HANDRAIL OR CONCRETE SLAB. ",3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001759,,SECAUCUS RD,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN WASHED DOWN CHAMBER USED SHOVEL TO REMOVE SOME GRIT OUT OF CHANNELS ALSO WASHED DOWN REGULATOR CHAMBER. NO GRATING OR CONCRETE SLAB. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001761,,MANHATTEN AVE,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN WASHED DOWN CHAMBER USED SHOVEL TO REMOVE SOME GRIT OUT OF CHANNELS ALSO WASHED DOWN REGULATOR CHAMBER. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001763,,COUNTY RD,,UTILIZE RAKE TO CLEAN BARSCREEN WASHED DOWN CHAMBER USED SHOVEL TO REMOVE SOME GRIT OUT OF CHANNELS ALSO WASHED DOWN REGULATOR CHAMBER. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001765,,SAINT PAULS AVE,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN WASHED DOWN CHAMBER USED SHOVEL TO REMOVE SOME GRIT OUT OF CHANNELS ALSO WASHED DOWN REGULATOR CHAMBER. ,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015001768,,BROWN PL,PRINCETON AVE,VISUAL UNDER CONSTRUCTION ENGINEER STATED THAT PIPES NEED TO TO BE VAC OUT.,3/25/2015,3/25/2015
SEWER MAINTENANCE,2015002049,,POPLAR ST,SUMMIT AVE,"CLEANED THE NE, NW AND SE CATCH BASINS
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002050,,GRACE ST,SUMMIT AVE,"CLEANED THE NE, NW, SE AND SW CATCH BASINS
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002052,,NORTH ST,SUMMIT AVE,"CLEANED THE NW AND SW CATCH BASINS
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002053,,DANFORTH AVE,OLD BERGEN RD,"CLEANED THE SW CATCH BASIN
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002054,,GREENVILLE AVE,SCOTT ST,"CLEANED THE NE CATCH BASIN
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002055,,LINDEN AVE,SCOTT ST,"CLEANED THE SE CATCH BASIN
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002056,,OLD BERGEN RD,PAMRAPO AVE,"CLEANED THE NE CATCH BASIN
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002058,,CATOR AVE,OLD BERGEN RD,"CLEANED THE NE CATCH BASIN
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002059,52,TRENTON ST,,"JETTED THE SEWER TO RELEASE BLOCKAGE.
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002060,,ARLINGTON AVE,UNION ST,"CLEANED THE NE CATCH BASIN
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002061,,MCDOUGAL ST,RANDOLPH AVE,"CLEANED THE SW AND NW CATCH BASINS
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002062,,HARMON ST,RANDOLPH AVE,"CLEANED THE NW, SW AND SE CATCH BASINS.
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015000646,,CENTRAL AVE,WAVERLY ST,"USED 7-SHOVELS OF COLD PATCH TO FILL HOLE NEAR THE CATCH BASIN
",3/26/2015,2/4/2015
SEWER MAINTENANCE,2015001812,,CRISTOPHER COLUMBUS DR,BARROW ST,"JETTED AND VACUUMED MANHOLE 2283 TO 2288 FOR THE CAMERA CREW

",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002375,,ACADEMY ST,BERGEN AVE,"CLEANED THE NE CATCH BASIN
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002237,,BRUNSWICK ST,YORK ST,"MAIN SEWER IS SURCHARGED AND NEEDS CLEANING.
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002240,,1ST ST,JERSEY AVE,"MAIN SEWER IS FUNCTIONING PROPERLY
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002302,,LUIS MUNOZ MARIN BLVD,YORK ST,"CLEANED THE NE, SE AND NW CATCH BASINS
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001726,99,VAN NOSTRAND AVE,,"MAIN SEWER IS FUNCTIONING PROPERLY.  OWNER MUST SEEK PLUMBER FOR THE PROBLEM.
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001729,170,WILKINSON AVE,,"OWNER MUST SEEK PLUMBER FOR THE PROBLEM.  MAIN SEWER IS FUNCTIONING PROPERLY.
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001734,806,OCEAN AVE,,"ON 3-26-15 CHECKED THE MAIN SEWER IS FUNCTIONING PROPERLY.  ON 4-16-15 PERFORMED A DYE TEST AT 804 AND 806 OCEAN AVE AND DYE NEVER SHOWED IN THE MAIN SEWER.

",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001705,,ATLANTIC ST,MARTIN LUTHER KING DR,"ON 3-24-15 UPON INSPECTION OF AREA WITH OTHER AGENCIES, FOUND THAT OWNER OF THE PIZZERIA WAS DUMPING OIL INTO THE CATCH BASIN.  THE HAZMAT DEPT ISSUED SUMMONS AND THE CATCH BASIN CREW WAS CALLED TO CLEAN THE CATCH BASIN.  ON 3-26-15 CLEANED THE NW AND SW ",3/26/2015,3/24/2015
SEWER MAINTENANCE,2015001947,,GROVE ST,YORK ST,"CLEANED THE NW AND NE CATCH BASINS
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002303,,GRAND ST,LUIS MUNOZ MARIN BLVD,"CLEANED THE NE CATCH BASIN
",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001652,,MANHATTEN AVE,SHERMAN AVE,ON 3-24-15 USED 30-SHOVELS OF COLD PATCH TO SECURE FIBERGLASS PLATE AT THE SOUTHEAST CATCH BASIN.  ON 3-26-15 EXCAVATED APPROX 4-FT TO THE LATERAL.  USED 2-BAGS OF RAPID CEMENT TO REPAIR THE BELL AT THE SOUTHEAST CATCH BASIN.  USED 1/2 TON OF QP STONE AND,3/26/2015,3/23/2015
SEWER MAINTENANCE,2015001771,,14TH ST,,"MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, CLOUDY.",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001773,,6TH ST,,"PIT STOP I PROCEEDED TO 2ND ST.. ESSEX ST. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, CLOUDY.",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001774,,2ND ST,,"MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, CLOUDY.",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001776,,ESSEX ST,,"CHAIN PENDING. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, CLOUDY.",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001779,,BROADWAY,,"MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, CLOUDY.",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001780,,SIP AVE,,"MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, CLOUDY.",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001781,,DUNCAN AVE,,"MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, CLOUDY.",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001782,,CLENDENNY AVE,,"MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, CLOUDY.",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001783,,CLAREMONT AVE,,"MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, CLOUDY.",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001784,,SECAUCUS RD,,"REMOVED FLOATABLES DOWNSTREAM  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, CLOUDY.",3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001785,,DUNCAN AVE,,CLEANED THE BARSCREEN EXERCISED REGULATOR TOOK DEBRIS OFF LADDER USED VAC TRUCK TO CLEAN FLOAT PIT AND WASH DOWN BOTH CHAMBERS. ,3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001786,,SIP AVE,,CLEANED THE BARSCREEN EXERCISED THE REGULATOR TOOK DEBRIS OFF LADDER USE VAC TRUCK TO WASH DOWN THE FLOAT PIT AN BOTH CHAMBER. ,3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001787,,BROADWAY,,CLEANED THE BARSCREEN EXERCISED THE REGULATOR SHOVELED DEBRIS FROM UNDER THE FLOAT PIT,3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001788,,BROADWAY,,CLEANED THE BARSCREEN REMOVED DEBRIS OFF THE LADDER EXERCISED THE REGULATOR SHOVELED DEBRIS FROM UNDER FLOAT PIT.,3/26/2015,3/26/2015
SEWER MAINTENANCE,2015001789,,VAN WINKLE AVE,,DELAY OFF FROM VAC TRUCK CLEANED THE BARSCREEN REMOVED ROCKS FROM OUT OF THE BARSCREEN TOOK DEBRIS OFF THE LADDERS EXERCISED THE REGULATOR SHOVELED DEBRIS FROM UNDER FLOAT PIT. ,3/26/2015,3/26/2015
SEWER MAINTENANCE,2015002063,,18TH ST,LUIS MUNOZ MARIN BLVD,"CLEANED THE NW, SE  AND EAST CATCH BASINS.  ALSO, REMOVED DEBRIS OFF AND AROUND THE CATCH BASINS.
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015002072,,STEGMAN ST,VAN CLEEF ST,"CLEANED THE NE, NW AND SE CATCH BASINS
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015002073,,RUTGERS AVE,VAN NOSTRAND AVE,"CLEANED THE NE, SW AND SE CATCH BASINS.
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015002078,,BROTHER STAN DR,PEARSALL AVE,"CLEANED THE NE, NW AND SE CATCH BASINS
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015002120,,18TH ST,GROVE ST,"CLEANED THE NE CATCH BASIN.
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015001813,28 - 36,CLENDENNY AVE,BERGEN AVE,"JETTED AND VACUUMED THE SEWER
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015001814,302,VAN HORNE ST,JOHNSTON AVE,JETTED AND FLUSHED MANHOLE 2404 TO 2380,3/27/2015,3/27/2015
SEWER MAINTENANCE,2015001815,87,GAUTIER AVE,MALLORY AVE,"VACUUMED MANHOLE 9210 FOR MAINTENANCE
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015001820,,DUNCAN AVE,OLEAN AVE,VACUUMED AND FLUSHED MANHOLE 170 TO 174,3/27/2015,3/27/2015
SEWER MAINTENANCE,2015001823,17 - 28,GRACE ST,,"JETTED AND VACUUMED THE SEWER
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015001826,,MARTIN LUTHER KING DR,WEGMAN PARKWAY,"JETTED AND VACUUMED THE NW CATCH BASIN
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015001828,26,WOODLAND AV,,"JETTED AND VACUUMED THE SEWER
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015001830,,BRUNSWICK ST,YORK ST,"PUT 1 CAN OF CHEMICAL SOLVENT INTO THE MAIN SEWER
",3/27/2015,3/30/2015
SEWER MAINTENANCE,2015001903,,KENSINGTON AVE,DEAD END,"AS THE RESULT OF HUDSON COUNTY PARKS CALLING IN REGARDING A COLLAPSED AREA ADJACENT TO A MANHOLE.   JCMUA TELEVISED SEWER, WHICH REVEALED SEWER TO BE IN GOOD CONDITION.  DYE TEST PERFORMED IN SINKHOLE REVEALED MANHOLE CHIMNEY IS LEAKING THROUGH MOTAR.  RE",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015002235,135,SUSSEX ST,,THE MAIN SEWER IS FUNCTIONING PROPERLY.  ,3/27/2015,3/27/2015
SEWER MAINTENANCE,2015002243,,BRUNSWICK ST,YORK ST,"PUT 1 CAN OF CHEMICAL SOLVENT INTO THE SEWER.
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015001860,,MARTIN LUTHER KING DR,WEGMAN PARKWAY,"ON 3-18-15 CLEANED THE SW AND NW CATCH BASINS.  ON 3-19-15 CLEANED THE NE CATCH BASIN.  ON 3-27-15 CLEANED THE NW CATCH BASIN AND ASSISTED THE JET/VAC CREW.


",3/27/2015,3/18/2015
SEWER MAINTENANCE,2015002098,,STEGMAN PKWY,STEGMAN PL,"CLEANED THE SW CATCH BASIN
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015002099,,STEGMAN PKWY,STEGMAN TER,CLEANED THE SW AND SE CATCH BASINS,3/27/2015,3/27/2015
SEWER MAINTENANCE,2015002100,,STEGMAN PKWY,WEST SIDE AVE,"CLEANED THE SE CATCH BASIN
",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015001792,,FISK ST,,"CHAIN PENDING. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, LT. RAIN",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015001793,,MINA DR,,"CHAIN PENDING. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, LT. RAIN",3/27/2015,3/27/2015
SEWER MAINTENANCE,2015001794,,DANFORTH AVE,," MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COOL, LT. RAIN",3/27/2015,3/27/2015
